Date,Dist,Duration,Pace,Speed,Shorts,Shirt,Notes,Race,Temp,,,,,,
"Monday, December 7, 2015",,,,,,,,,,,,,,,
"Tuesday, December 8, 2015",,,,,,,,,,,,,,,
"Wednesday, December 9, 2015",,,,,,,,,,,,,,,
"Thursday, December 10, 2015",4.12,20.9,5:04,11.83,Pants,Bounds of Music,,,9,,,,,,
"Friday, December 11, 2015",,,,,,,,,,,,,,,
"Saturday, December 12, 2015",,,,,,,,,,,,,,,
"Sunday, December 13, 2015",,,,,,,,,,,,,,,
"Monday, December 14, 2015",,,,,,,,,,,,,,,
"Tuesday, December 15, 2015",,,,,,,,,,,,,,,
"Wednesday, December 16, 2015",,,,,,,,,,,,,,,
"Thursday, December 17, 2015",,,,,,,,,,,,,,,
"Friday, December 18, 2015",,,,,,,,,,,,,,,
"Saturday, December 19, 2015",,,,,,,,,,,,,,,
"Sunday, December 20, 2015",,,,,,,,,,,,,,,
"Monday, December 21, 2015",,,,,,,,,,,,,,,
"Tuesday, December 22, 2015",,,,,,,,,,,,,,,
"Wednesday, December 23, 2015",,,,,,,,,,,,,,,
"Thursday, December 24, 2015",,,,,,,,,,,,,,,
"Friday, December 25, 2015",,,,,,,,,,,,,,,
"Saturday, December 26, 2015",,,,,,,,,,,,,,,
"Sunday, December 27, 2015",,,,,,,,,,,,,,,
"Monday, December 28, 2015",,,,,,,,,,,,,,,
"Tuesday, December 29, 2015",,,,,,,,,,,,,,,
"Wednesday, December 30, 2015",,,,,,,,,,,,,,,
"Thursday, December 31, 2015",0.5,2.5,5:00,12,Pants,Canada Goose,,,-1,,,,,,
"Friday, January 1, 2016",,,,,,,,,,,,,,,
"Saturday, January 2, 2016",,,,,,,,,,,,,,,
"Sunday, January 3, 2016",,,,,,,,,,,,,,,
"Monday, January 4, 2016",,,,,,,,,,,,,,,
"Tuesday, January 5, 2016",,,,,,,,,,,,,,,
"Wednesday, January 6, 2016",,,,,,,,,,,,,,,
"Thursday, January 7, 2016",,,,,,,,,,,,,,,
"Friday, January 8, 2016",,,,,,,,,,,,,,,
"Saturday, January 9, 2016",,,,,,,,,,,,,,,
"Sunday, January 10, 2016",,,,,,,,,,,,,,,
"Monday, January 11, 2016",,,,,,,,,,,,,,,
"Tuesday, January 12, 2016",,,,,,,,,,,,,,,
"Wednesday, January 13, 2016",,,,,,,,,,,,,,,
"Thursday, January 14, 2016",,,,,,,,,,,,,,,
"Friday, January 15, 2016",,,,,,,,,,,,,,,
"Saturday, January 16, 2016",,,,,,,,,,,,,,,
"Sunday, January 17, 2016",,,,,,,,,,,,,,,
"Monday, January 18, 2016",,,,,,,,,,,,,,,
"Tuesday, January 19, 2016",,,,,,,,,,,,,,,
"Wednesday, January 20, 2016",,,,,,,,,,,,,,,
"Thursday, January 21, 2016",,,,,,,,,,,,,,,
"Friday, January 22, 2016",,,,,,,,,,,,,,,
"Saturday, January 23, 2016",,,,,,,,,,,,,,,
"Sunday, January 24, 2016",,,,,,,,,,,,,,,
"Monday, January 25, 2016",,,,,,,,,,,,,,,
"Tuesday, January 26, 2016",,,,,,,,,,,,,,,
"Wednesday, January 27, 2016",,,,,,,,,,,,,,,
"Thursday, January 28, 2016",,,,,,,,,,,,,,,
"Friday, January 29, 2016",,,,,,,,,,,,,,,
"Saturday, January 30, 2016",,,,,,,,,,,,,,,
"Sunday, January 31, 2016",,,,,,,,,,,,,,,
"Monday, February 1, 2016",,,,,,,,,,,,,,,
"Tuesday, February 2, 2016",,,,,,,,,,,,,,,
"Wednesday, February 3, 2016",0.5,2.17,4:20,13.85,,,,,12,,,,,,
"Thursday, February 4, 2016",,,,,,,,,,,,,,,
"Friday, February 5, 2016",,,,,,,,,,,,,,,
"Saturday, February 6, 2016",,,,,,,,,,,,,,,
"Sunday, February 7, 2016",,,,,,,,,,,,,,,
"Monday, February 8, 2016",,,,,,,,,,,,,,,
"Tuesday, February 9, 2016",,,,,,,,,,,,,,,
"Wednesday, February 10, 2016",,,,,,,,,,,,,,,
"Thursday, February 11, 2016",,,,,,,,,,,,,,,
"Friday, February 12, 2016",,,,,,,,,,,,,,,
"Saturday, February 13, 2016",,,,,,,,,,,,,,,
"Sunday, February 14, 2016",,,,,,,,,,,,,,,
"Monday, February 15, 2016",,,,,,,,,,,,,,,
"Tuesday, February 16, 2016",,,,,,,,,,,,,,,
"Wednesday, February 17, 2016",,,,,,,,,,,,,,,
"Thursday, February 18, 2016",,,,,,,,,,,,,,,
"Friday, February 19, 2016",,,,,,,,,,,,,,,
"Saturday, February 20, 2016",,,,,,,,,,,,,,,
"Sunday, February 21, 2016",,,,,,,,,,,,,,,
"Monday, February 22, 2016",,,,,,,,,,,,,,,
"Tuesday, February 23, 2016",,,,,,,,,,,,,,,
"Wednesday, February 24, 2016",,,,,,,,,,,,,,,
"Thursday, February 25, 2016",,,,,,,,,,,,,,,
"Friday, February 26, 2016",,,,,,,,,,,,,,,
"Saturday, February 27, 2016",,,,,,,,,,,,,,,
"Sunday, February 28, 2016",,,,,,,,,,,,,,,
"Monday, February 29, 2016",,,,,,,,,,,,,,,
"Tuesday, March 1, 2016",,,,,,,,,,,,,,,
"Wednesday, March 2, 2016",,,,,,,,,,,,,,,
"Thursday, March 3, 2016",,,,,,,,,,,,,,,
"Friday, March 4, 2016",,,,,,,,,,,,,,,
"Saturday, March 5, 2016",,,,,,,,,,,,,,,
"Sunday, March 6, 2016",,,,,,,,,,,,,,,
"Monday, March 7, 2016",,,,,,,,,,,,,,,
"Tuesday, March 8, 2016",3.04,15.37,5:03,11.87,,,,,17,,,,,,
"Wednesday, March 9, 2016",,,,,,,,,,,,,,,
"Thursday, March 10, 2016",,,,,,,,,,,,,,,
"Friday, March 11, 2016",,,,,,,,,,,,,,,
"Saturday, March 12, 2016",3.04,15.2,5:00,12,,,,,15,,,,,,
"Sunday, March 13, 2016",,,,,,,,,,,,,,,
"Monday, March 14, 2016",,,,,,,,,,,,,,,
"Tuesday, March 15, 2016",,,,,,,,,,,,,,,
"Wednesday, March 16, 2016",,,,,,,,,,,,,,,
"Thursday, March 17, 2016",,,,,,,,,,,,,,,
"Friday, March 18, 2016",,,,,,,,,,,,,,,
"Saturday, March 19, 2016",,,,,,,,,,,,,,,
"Sunday, March 20, 2016",,,,,,,,,,,,,,,
"Monday, March 21, 2016",,,,,,,,,,,,,,,
"Tuesday, March 22, 2016",0.5,1.98,3:58,15.13,,,,,9,,,,,,
"Wednesday, March 23, 2016",,,,,,,,,,,,,,,
"Thursday, March 24, 2016",,,,,,,,,,,,,,,
"Friday, March 25, 2016",,,,,,,,,,,,,,,
"Saturday, March 26, 2016",,,,,,,,,,,,,,,
"Sunday, March 27, 2016",3.04,14.78,4:52,12.34,,,,,15,,,,,,
"Monday, March 28, 2016",,,,,,,,,,,,,,,
"Tuesday, March 29, 2016",,,,,,,,,,,,,,,
"Wednesday, March 30, 2016",,,,,,,,,,,,,,,
"Thursday, March 31, 2016",,,,,,,,,,,,,,,
"Friday, April 1, 2016",,,,,,,,,,,,,,,
"Saturday, April 2, 2016",,,,,,,,,,,,,,,
"Sunday, April 3, 2016",,,,,,,,,,,,,,,
"Monday, April 4, 2016",,,,,,,,,,,,,,,
"Tuesday, April 5, 2016",,,,,,,,,,,,,,,
"Wednesday, April 6, 2016",,,,,,,,,,,,,,,
"Thursday, April 7, 2016",,,,,,,,,,,,,,,
"Friday, April 8, 2016",,,,,,,,,,,,,,,
"Saturday, April 9, 2016",,,,,,,,,,,,,,,
"Sunday, April 10, 2016",,,,,,,,,,,,,,,
"Monday, April 11, 2016",,,,,,,,,,,,,,,
"Tuesday, April 12, 2016",,,,,,,,,,,,,,,
"Wednesday, April 13, 2016",,,,,,,,,,,,,,,
"Thursday, April 14, 2016",,,,,,,,,,,,,,,
"Friday, April 15, 2016",5,25.62,5:07,11.71,,,,,14,,,,,,
"Saturday, April 16, 2016",,,,,,,,,,,,,,,
"Sunday, April 17, 2016",4.03,20.83,5:10,11.61,,,,,20,,,,,,
"Monday, April 18, 2016",5,25.75,5:09,11.65,,,,,13,,,,,,
"Tuesday, April 19, 2016",,,,,,,,,,,,,,,
"Wednesday, April 20, 2016",,,,,,,,,,,,,,,
"Thursday, April 21, 2016",,,,,,,,,,,,,,,
"Friday, April 22, 2016",3.04,14.45,4:45,12.62,,,,,15.5,,,,,,
"Saturday, April 23, 2016",,,,,,,,,,,,,,,
"Sunday, April 24, 2016",,,,,,,,,,,,,,,
"Monday, April 25, 2016",,,,,,,,,,,,,,,
"Tuesday, April 26, 2016",,,,,,,,,,,,,,,
"Wednesday, April 27, 2016",,,,,,,,,,,,,,,
"Thursday, April 28, 2016",,,,,,,,,,,,,,,
"Friday, April 29, 2016",,,,,,,,,,,,,,,
"Saturday, April 30, 2016",,,,,,,,,,,,,,,
"Sunday, May 1, 2016",,,,,,,,,,,,,,,
"Monday, May 2, 2016",,,,,,,,,,,,,,,
"Tuesday, May 3, 2016",,,,,,,,,,,,,,,
"Wednesday, May 4, 2016",,,,,,,,,,,,,,,
"Thursday, May 5, 2016",4.02,20.85,5:11,11.57,,,,,12.5,,,,,,
"Friday, May 6, 2016",5,26.42,5:17,11.36,,,,,16,,,,,,
"Saturday, May 7, 2016",3.04,15.33,5:03,11.9,,,,,11.5,,,,,,
"Sunday, May 8, 2016",,,,,,,,,,,,,,,
"Monday, May 9, 2016",5,25.68,5:08,11.68,,,,,13.5,,,,,,
"Tuesday, May 10, 2016",,,,,,,,,,,,,,,
"Wednesday, May 11, 2016",,,,,,,,,,,,,,,
"Thursday, May 12, 2016",3.04,14.72,4:50,12.39,,,,,23.5,,,,,,
"Friday, May 13, 2016",3.04,14.52,4:47,12.56,,,,,17,,,,,,
"Saturday, May 14, 2016",,,,,,,,,,,,,,,
"Sunday, May 15, 2016",,,,,,,,,,,,,,,
"Monday, May 16, 2016",,,,,,,,,,,,,,,
"Tuesday, May 17, 2016",4.02,20,4:59,12.06,,,,,15.5,,,,,,
"Wednesday, May 18, 2016",5,25.12,5:01,11.94,,,,,11,,,,,,
"Thursday, May 19, 2016",5,25.55,5:07,11.74,,,,,12,,,,,,
"Friday, May 20, 2016",5,24.7,4:56,12.15,,,,,10,,,,,,
"Saturday, May 21, 2016",3.04,14.28,4:42,12.77,,,,,12.5,,,,,,
"Sunday, May 22, 2016",,,,,,,,,,,,,,,
"Monday, May 23, 2016",5,24.65,4:56,12.17,,,,,15,,,,,,
"Tuesday, May 24, 2016",5,24.15,4:50,12.42,,,,,14,,,,,,
"Wednesday, May 25, 2016",,,,,,,,,,,,,,,
"Thursday, May 26, 2016",,,,,,,,,,,,,,,
"Friday, May 27, 2016",,,,,,,,,,,,,,,
"Saturday, May 28, 2016",,,,,,,,,,,,,,,
"Sunday, May 29, 2016",,,,,,,,,,,,,,,
"Monday, May 30, 2016",6,28.92,4:49,12.45,,,,,18.5,,,,,,
"Tuesday, May 31, 2016",6,27.88,4:39,12.91,,,,,12.5,,,,,,
"Wednesday, June 1, 2016",7,33.5,4:47,12.54,,,,,13,,,,,,
"Thursday, June 2, 2016",7,33,4:43,12.73,,,,,15,,,,,,
"Friday, June 3, 2016",10.52,54.28,5:10,11.63,,,,,15.5,,,,,,
"Saturday, June 4, 2016",,,,,,,,,,,,,,,
"Sunday, June 5, 2016",5,23.13,4:38,12.97,,,,,18,,,,,,
"Monday, June 6, 2016",,,,,,,,,,,,,,,
"Tuesday, June 7, 2016",8,38.67,4:50,12.41,,,,,13.5,,,,,,
"Wednesday, June 8, 2016",,,,,,,,,,,,,,,
"Thursday, June 9, 2016",8,37.98,4:45,12.64,,,,,14.5,,,,,,
"Friday, June 10, 2016",10.5,53.4,5:05,11.8,,,,,19.5,,,,,,
"Saturday, June 11, 2016",,,,,,,,,,,,,,,
"Sunday, June 12, 2016",,,,,,,,,,,,,,,
"Monday, June 13, 2016",10.5,53.22,5:04,11.84,,,,,14.5,,,,,,
"Tuesday, June 14, 2016",10.5,53.95,5:08,11.68,,,,,19.5,,,,,,
"Wednesday, June 15, 2016",,,,,,,,,,,,,,,
"Thursday, June 16, 2016",10,48.42,4:51,12.39,,,,,18.5,,,,,,
"Friday, June 17, 2016",,,,,,,,,,,,,,,
"Saturday, June 18, 2016",,,,,,,,,,,,,,,
"Sunday, June 19, 2016",10,48.75,4:53,12.31,,,,Waterloo Classic,21,,,,,,
"Monday, June 20, 2016",,,,,,,,,,,,,,,
"Tuesday, June 21, 2016",,,,,,,,,,,,,,,
"Wednesday, June 22, 2016",6,31.27,5:13,11.51,,,,,17,,,,,,
"Thursday, June 23, 2016",,,,,,,,,,,,,,,
"Friday, June 24, 2016",6,30.48,5:05,11.81,,,,,17.5,,,,,,
"Saturday, June 25, 2016",,,,,,,,,,,,,,,
"Sunday, June 26, 2016",6,30.5,5:05,11.8,,,,,21,,,,,,
"Monday, June 27, 2016",,,,,,,,,,,,,,,
"Tuesday, June 28, 2016",,,,,,,,,,,,,,,
"Wednesday, June 29, 2016",,,,,,,,,,,,,,,
"Thursday, June 30, 2016",,,,,,,,,,,,,,,
"Friday, July 1, 2016",,,,,,,,,,,,,,,
"Saturday, July 2, 2016",,,,,,,,,,,,,,,
"Sunday, July 3, 2016",,,,,,,,,,,,,,,
"Monday, July 4, 2016",,,,,,,,,,,,,,,
"Tuesday, July 5, 2016",,,,,,,,,,,,,,,
"Wednesday, July 6, 2016",,,,,,,,,,,,,,,
"Thursday, July 7, 2016",,,,,,,,,,,,,,,
"Friday, July 8, 2016",,,,,,,,,,,,,,,
"Saturday, July 9, 2016",,,,,,,,,,,,,,,
"Sunday, July 10, 2016",,,,,,,,,,,,,,,
"Monday, July 11, 2016",,,,,,,,,,,,,,,
"Tuesday, July 12, 2016",,,,,,,,,,,,,,,
"Wednesday, July 13, 2016",,,,,,,,,,,,,,,
"Thursday, July 14, 2016",,,,,,,,,,,,,,,
"Friday, July 15, 2016",,,,,,,,,,,,,,,
"Saturday, July 16, 2016",,,,,,,,,,,,,,,
"Sunday, July 17, 2016",,,,,,,,,,,,,,,
"Monday, July 18, 2016",,,,,,,,,,,,,,,
"Tuesday, July 19, 2016",,,,,,,,,,,,,,,
"Wednesday, July 20, 2016",,,,,,,,,,,,,,,
"Thursday, July 21, 2016",,,,,,,,,,,,,,,
"Friday, July 22, 2016",,,,,,,,,,,,,,,
"Saturday, July 23, 2016",,,,,,,,,,,,,,,
"Sunday, July 24, 2016",,,,,,,,,,,,,,,
"Monday, July 25, 2016",,,,,,,,,,,,,,,
"Tuesday, July 26, 2016",,,,,,,,,,,,,,,
"Wednesday, July 27, 2016",,,,,,,,,,,,,,,
"Thursday, July 28, 2016",,,,,,,,,,,,,,,
"Friday, July 29, 2016",,,,,,,,,,,,,,,
"Saturday, July 30, 2016",,,,,,,,,,,,,,,
"Sunday, July 31, 2016",,,,,,,,,,,,,,,
"Monday, August 1, 2016",,,,,,,,,,,,,,,
"Tuesday, August 2, 2016",,,,,,,,,,,,,,,
"Wednesday, August 3, 2016",,,,,,,,,,,,,,,
"Thursday, August 4, 2016",,,,,,,,,,,,,,,
"Friday, August 5, 2016",,,,,,,,,,,,,,,
"Saturday, August 6, 2016",,,,,,,,,,,,,,,
"Sunday, August 7, 2016",,,,,,,,,,,,,,,
"Monday, August 8, 2016",,,,,,,,,,,,,,,
"Tuesday, August 9, 2016",,,,,,,,,,,,,,,
"Wednesday, August 10, 2016",2.59,12.9,4:59,12.05,New Balance,HH,,,23,,,,,,
"Thursday, August 11, 2016",,,,,,,,,,,,,,,
"Friday, August 12, 2016",1.5,7.7,5:08,11.69,Saucony,HH,,,25,,,,,,
"Saturday, August 13, 2016",,,,,,,,,,,,,,,
"Sunday, August 14, 2016",2.5,12.43,4:58,12.06,Saucony,HH,,,20,,,,,,
"Monday, August 15, 2016",,,,,,,,,,,,,,,
"Tuesday, August 16, 2016",,,,,,,,,,,,,,,
"Wednesday, August 17, 2016",,,,,,,,,,,,,,,
"Thursday, August 18, 2016",1.5,7.55,5:02,11.92,Sugoi,Waterloo Classic,,,19,,,,,,
"Friday, August 19, 2016",,,,,,,,,,,,,,,
"Saturday, August 20, 2016",,,,,,,,,,,,,,,
"Sunday, August 21, 2016",,,,,,,,,,,,,,,
"Monday, August 22, 2016",,,,,,,,,,,,,,,
"Tuesday, August 23, 2016",,,,,,,,,,,,,,,
"Wednesday, August 24, 2016",,,,,,,,,,,,,,,
"Thursday, August 25, 2016",,,,,,,,,,,,,,,
"Friday, August 26, 2016",,,,,,,,,,,,,,,
"Saturday, August 27, 2016",,,,,,,,,,,,,,,
"Sunday, August 28, 2016",,,,,,,,,,,,,,,
"Monday, August 29, 2016",,,,,,,,,,,,,,,
"Tuesday, August 30, 2016",,,,,,,,,,,,,,,
"Wednesday, August 31, 2016",,,,,,,,,,,,,,,
"Thursday, September 1, 2016",,,,,,,,,,,,,,,
"Friday, September 2, 2016",4,20.18,5:03,11.89,Saucony,HH,,,19,,,,,,
"Saturday, September 3, 2016",4,20,5:00,12,,,,,15,,,,,,
"Sunday, September 4, 2016",,,,,,,,,,,,,,,
"Monday, September 5, 2016",4,20.6,5:09,11.65,Sugoi,Waterloo Classic,,,20.5,,,,,,
"Tuesday, September 6, 2016",,,,,,,,,,,,,,,
"Wednesday, September 7, 2016",,,,,,,,,,,,,,,
"Thursday, September 8, 2016",,,,,,,,,,,,,,,
"Friday, September 9, 2016",,,,,,,,,,,,,,,
"Saturday, September 10, 2016",3.27,15.52,4:45,12.64,New Balance,Mizuno,,,20,,,,,,
"Sunday, September 11, 2016",5.23,26.43,5:03,11.87,Sugoi,Waterloo Classic,,,16,,,,,,
"Monday, September 12, 2016",,,,,,,,,,,,,,,
"Tuesday, September 13, 2016",,,,,,,,,,,,,,,
"Wednesday, September 14, 2016",4,20.47,5:07,11.73,Saucony,HH,,,16,,,,,,
"Thursday, September 15, 2016",4,20.82,5:12,11.53,New Balance,Mizuno,,,19,,,,,,
"Friday, September 16, 2016",,,,,,,,,,,,,,,
"Saturday, September 17, 2016",,,,,,,,,,,,,,,
"Sunday, September 18, 2016",4,19.57,4:54,12.27,New Balance,Ontario T&F,,,18,,,,,,
"Monday, September 19, 2016",4,20.98,5:15,11.44,Under Armour,Ontario T&F,,,26,,,,,,
"Tuesday, September 20, 2016",,,,,,,,,,,,,,,
"Wednesday, September 21, 2016",4,20.62,5:09,11.64,Saucony,HH,,,14,,,,,,
"Thursday, September 22, 2016",,,,,,,,,,,,,,,
"Friday, September 23, 2016",4,20.2,5:03,11.88,New Balance,Waterloo Classic,,,18,,,,,,
"Saturday, September 24, 2016",4,20.27,5:04,11.84,New Balance,Waterloo Classic,,,12,,,,,,
"Sunday, September 25, 2016",,,,,,,,,,,,,,,
"Monday, September 26, 2016",,,,,,,,,,,,,,,
"Tuesday, September 27, 2016",4,19.35,4:50,12.4,Sugoi,Mizuno,,,19,,,,,,
"Wednesday, September 28, 2016",4,19.4,4:51,12.37,Sugoi,Mizuno,,,19,,,,,,
"Thursday, September 29, 2016",,,,,,,,,,,,,,,
"Friday, September 30, 2016",4,20.62,5:09,11.64,New Balance,Waterloo Classic,,,15.5,,,,,,
"Saturday, October 1, 2016",4,19.68,4:55,12.19,New Balance,Waterloo Classic,,,14,,,,,,
"Sunday, October 2, 2016",,,,,,,,,,,,,,,
"Monday, October 3, 2016",,,,,,,,,,,,,,,
"Tuesday, October 4, 2016",4,19.5,4:53,12.31,Sugoi,HH,,,14,,,,,,
"Wednesday, October 5, 2016",5,25.28,5:03,11.87,Sugoi,HH,,,17,,,,,,
"Thursday, October 6, 2016",,,,,,,,,,,,,,,
"Friday, October 7, 2016",4,20.2,5:03,11.88,Saucony,Mizuno,,,15,,,,,,
"Saturday, October 8, 2016",5,24.57,4:55,12.21,Saucony,Mizuno,,,14,,,,,,
"Sunday, October 9, 2016",4,19.07,4:46,12.59,Saucony,Waterloo Classic,,,7,,,,,,
"Monday, October 10, 2016",,,,,,,,,,,,,,,
"Tuesday, October 11, 2016",,,,,,,,,,,,,,,
"Wednesday, October 12, 2016",4,19.2,4:48,12.5,Saucony,Waterloo Classic,,,13,,,,,,
"Thursday, October 13, 2016",5,24.92,4:59,12.04,Sugoi,Ontario T&F,,,22,,,,,,
"Friday, October 14, 2016",,,,,,,,,,,,,,,
"Saturday, October 15, 2016",4,19.5,4:53,12.31,Sugoi,Ontario T&F,,,20.5,,,,,,
"Sunday, October 16, 2016",,,,,,,,,,,,,,,
"Monday, October 17, 2016",,,,,,,,,,,,,,,
"Tuesday, October 18, 2016",5,25.37,5:04,11.83,New Balance,HH,,,22,,,,,,
"Wednesday, October 19, 2016",5,24.48,4:54,12.25,Saucony,Ontario T&F,,,19.5,,,,,,
"Thursday, October 20, 2016",,,,,,,,,,,,,,,
"Friday, October 21, 2016",,,,,,,,,,,,,,,
"Saturday, October 22, 2016",,,,,,,,,,,,,,,
"Sunday, October 23, 2016",,,,,,,,,,,,,,,
"Monday, October 24, 2016",,,,,,,,,,,,,,,
"Tuesday, October 25, 2016",,,,,,,,,,,,,,,
"Wednesday, October 26, 2016",,,,,,,,,,,,,,,
"Thursday, October 27, 2016",,,,,,,,,,,,,,,
"Friday, October 28, 2016",,,,,,,,,,,,,,,
"Saturday, October 29, 2016",5,24.45,4:53,12.27,Saucony,Waterloo Classic,,,17,,,,,,
"Sunday, October 30, 2016",,,,,,,,,,,,,,,
"Monday, October 31, 2016",,,,,,,,,,,,,,,
"Tuesday, November 1, 2016",5,24.73,4:57,12.13,Saucony,HH,,,20,,,,,,
"Wednesday, November 2, 2016",4,19.13,4:47,12.54,Saucony,HH,,,18,,,,,,
"Thursday, November 3, 2016",,,,,,,,,,,,,,,
"Friday, November 4, 2016",,,,,,,,,,,,,,,
"Saturday, November 5, 2016",5,25.18,5:02,11.91,Sugoi,Waterloo Classic,,,14,,,,,,
"Sunday, November 6, 2016",5,24.07,4:49,12.47,Sugoi,Waterloo Classic,,,14.5,,,,,,
"Monday, November 7, 2016",5,24.97,5:00,12.02,New Balance,Mizuno,,,17.5,,,,,,
"Tuesday, November 8, 2016",,,,,,,,,,,,,,,
"Wednesday, November 9, 2016",,,,,,,,,,,,,,,
"Thursday, November 10, 2016",,,,,,,,,,,,,,,
"Friday, November 11, 2016",,,,,,,,,,,,,,,
"Saturday, November 12, 2016",,,,,,,,,,,,,,,
"Sunday, November 13, 2016",,,,,,,,,,,,,,,
"Monday, November 14, 2016",,,,,,,,,,,,,,,
"Tuesday, November 15, 2016",,,,,,,,,,,,,,,
"Wednesday, November 16, 2016",,,,,,,,,,,,,,,
"Thursday, November 17, 2016",,,,,,,,,,,,,,,
"Friday, November 18, 2016",,,,,,,,,,,,,,,
"Saturday, November 19, 2016",,,,,,,,,,,,,,,
"Sunday, November 20, 2016",,,,,,,,,,,,,,,
"Monday, November 21, 2016",,,,,,,,,,,,,,,
"Tuesday, November 22, 2016",,,,,,,,,,,,,,,
"Wednesday, November 23, 2016",,,,,,,,,,,,,,,
"Thursday, November 24, 2016",,,,,,,,,,,,,,,
"Friday, November 25, 2016",,,,,,,,,,,,,,,
"Saturday, November 26, 2016",,,,,,,,,,,,,,,
"Sunday, November 27, 2016",,,,,,,,,,,,,,,
"Monday, November 28, 2016",,,,,,,,,,,,,,,
"Tuesday, November 29, 2016",,,,,,,,,,,,,,,
"Wednesday, November 30, 2016",,,,,,,,,,,,,,,
"Thursday, December 1, 2016",,,,,,,,,,,,,,,
"Friday, December 2, 2016",,,,,,,,,,,,,,,
"Saturday, December 3, 2016",,,,,,,,,,,,,,,
"Sunday, December 4, 2016",,,,,,,,,,,,,,,
"Monday, December 5, 2016",,,,,,,,,,,,,,,
"Tuesday, December 6, 2016",,,,,,,,,,,,,,,
"Wednesday, December 7, 2016",,,,,,,,,,,,,,,
"Thursday, December 8, 2016",,,,,,,,,,,,,,,
"Friday, December 9, 2016",,,,,,,,,,,,,,,
"Saturday, December 10, 2016",,,,,,,,,,,,,,,
"Sunday, December 11, 2016",,,,,,,,,,,,,,,
"Monday, December 12, 2016",,,,,,,,,,,,,,,
"Tuesday, December 13, 2016",,,,,,,,,,,,,,,
"Wednesday, December 14, 2016",,,,,,,,,,,,,,,
"Thursday, December 15, 2016",,,,,,,,,,,,,,,
"Friday, December 16, 2016",,,,,,,,,,,,,,,
"Saturday, December 17, 2016",,,,,,,,,,,,,,,
"Sunday, December 18, 2016",,,,,,,,,,,,,,,
"Monday, December 19, 2016",,,,,,,,,,,,,,,
"Tuesday, December 20, 2016",,,,,,,,,,,,,,,
"Wednesday, December 21, 2016",,,,,,,,,,,,,,,
"Thursday, December 22, 2016",,,,,,,,,,,,,,,
"Friday, December 23, 2016",,,,,,,,,,,,,,,
"Saturday, December 24, 2016",,,,,,,,,,,,,,,
"Sunday, December 25, 2016",,,,,,,,,,,,,,,
"Monday, December 26, 2016",,,,,,,,,,,,,,,
"Tuesday, December 27, 2016",,,,,,,,,,,,,,,
"Wednesday, December 28, 2016",,,,,,,,,,,,,,,
"Thursday, December 29, 2016",,,,,,,,,,,,,,,
"Friday, December 30, 2016",,,,,,,,,,,,,,,
"Saturday, December 31, 2016",,,,,,,,,,,,,,,
